DW_CustomerID,Country,Year of birth,Continent,Gender,Age,Age_Group
43250,Sweden,2001,Europe,F,23,19-30
43251,United Kingdom,1944,Europe,M,80,60+
43253,United Kingdom,1974,Europe,M,50,41-60
43255,Canada,1941,America,M,83,60+
43256,United Kingdom,1967,Europe,M,57,41-60
43258,Norway,1968,Europe,M,56,41-60
43259,Norway,1945,Europe,M,79,60+
43260,France,1966,Europe,F,58,41-60
43261,United Kingdom,1965,Europe,M,59,41-60
43262,France,1959,Europe,F,65,60+
43263,Spain,1954,Europe,M,70,60+
43264,United Kingdom,1950,Europe,F,74,60+
43267,Finland,1973,Europe,F,51,41-60
43268,Sweden,1960,Europe,M,64,60+
43269,Canada,2004,America,M,20,19-30
43270,Germany,1997,Europe,F,27,19-30
43273,Canada,1970,America,F,54,41-60
43274,Spain,2006,Europe,F,18,0-18
43275,Sweden,1973,Europe,F,51,41-60
43276,Spain,1947,Europe,F,77,60+
43277,United States,1994,America,M,30,19-30
43278,United States,2000,America,F,24,19-30
43280,Canada,1981,America,M,43,41-60
43285,Canada,1983,America,M,41,41-60
43286,United States,1972,America,M,52,41-60
43287,Canada,2003,America,F,21,19-30
43292,Italy,2005,Europe,M,19,19-30
43293,Norway,1948,Europe,M,76,60+
43294,United States,1964,America,F,60,41-60
43296,United States,1951,America,F,73,60+
43297,United States,1965,America,F,59,41-60
43298,Belgium,2004,Europe,F,20,19-30
43300,United Kingdom,1954,Europe,F,70,60+
43301,United States,1999,America,F,25,19-30
43302,Italy,1965,Europe,M,59,41-60
43304,Netherlands,1968,Europe,F,56,41-60
43307,United Kingdom,1998,Europe,F,26,19-30
43308,United States,1963,America,M,61,60+
43314,Canada,1964,America,F,60,41-60
43315,United States,1967,America,F,57,41-60
43317,Norway,1971,Europe,F,53,41-60
43318,Sweden,1966,Europe,M,58,41-60
43319,Canada,1976,America,M,48,41-60
43320,United Kingdom,1948,Europe,F,76,60+
43321,United Kingdom,1967,Europe,F,57,41-60
43323,Sweden,1949,Europe,F,75,60+
43325,Switzerland,1971,Europe,M,53,41-60
43328,France,1960,Europe,F,64,60+
43332,United States,1951,America,F,73,60+
43334,Belgium,1950,Europe,F,74,60+
43335,Italy,2002,Europe,M,22,19-30
43336,United States,1950,America,F,74,60+
43338,United Kingdom,1965,Europe,M,59,41-60
43342,United States,2005,America,F,19,19-30
43343,United States,1951,America,M,73,60+
43349,Finland,2006,Europe,F,18,0-18
43351,Netherlands,1949,Europe,M,75,60+
43355,United States,2007,America,M,17,0-18
43356,Switzerland,1973,Europe,M,51,41-60
43358,Norway,2004,Europe,F,20,19-30
43359,Sweden,1958,Europe,M,66,60+
43360,Spain,1971,Europe,M,53,41-60
43363,United Kingdom,2007,Europe,F,17,0-18
43364,United States,1958,America,F,66,60+
43365,United Kingdom,1960,Europe,F,64,60+
43366,United Kingdom,1958,Europe,F,66,60+
43368,United Kingdom,1969,Europe,F,55,41-60
43373,Canada,1973,America,F,51,41-60
43375,Denmark,1999,Europe,F,25,19-30
43376,Canada,1993,America,F,31,31-40
43377,United Kingdom,1965,Europe,F,59,41-60
43378,Spain,1949,Europe,F,75,60+
43380,Canada,1943,America,F,81,60+
43382,Sweden,1973,Europe,M,51,41-60
43383,Finland,1971,Europe,F,53,41-60
43384,Netherlands,1969,Europe,F,55,41-60
43386,United Kingdom,1947,Europe,M,77,60+
43387,Canada,1945,America,F,79,60+
43388,Finland,2003,Europe,F,21,19-30
43389,Canada,1993,America,M,31,31-40
43390,Belgium,1968,Europe,M,56,41-60
43391,Netherlands,1969,Europe,M,55,41-60
43393,France,1945,Europe,F,79,60+
43394,Finland,1975,Europe,F,49,41-60
43395,United Kingdom,1989,Europe,F,35,31-40
43397,Finland,1946,Europe,M,78,60+
43403,Israel,1947,Europe,M,77,60+
43404,Netherlands,1945,Europe,F,79,60+
43405,Norway,1961,Europe,F,63,60+
43406,Netherlands,1967,Europe,M,57,41-60
43407,United States,1961,America,F,63,60+
43408,United States,1967,America,F,57,41-60
43409,Spain,1968,Europe,M,56,41-60
43410,United Kingdom,1970,Europe,F,54,41-60
43411,Germany,1948,Europe,F,76,60+
43412,United Kingdom,1998,Europe,M,26,19-30
43413,United Kingdom,1948,Europe,M,76,60+
43414,United Kingdom,1949,Europe,M,75,60+
43415,Finland,1962,Europe,F,62,60+
43416,United Kingdom,1946,Europe,M,78,60+
43417,United Kingdom,2002,Europe,M,22,19-30
43418,Canada,1987,America,M,37,31-40
43419,Norway,1992,Europe,M,32,31-40
43420,Canada,1950,America,M,74,60+
43422,United Kingdom,1974,Europe,F,50,41-60
43424,Germany,1996,Europe,M,28,19-30
43425,Belgium,1985,Europe,M,39,31-40
43430,France,2008,Europe,M,16,0-18
43432,United States,1961,America,F,63,60+
43434,Finland,1999,Europe,M,25,19-30
43435,United States,2001,America,M,23,19-30
43436,Finland,1963,Europe,M,61,60+
43438,Canada,1992,America,F,32,31-40
43439,United States,1947,America,F,77,60+
43441,Denmark,1989,Europe,F,35,31-40
43443,Belgium,1945,Europe,M,79,60+
43445,Canada,1948,America,F,76,60+
43451,United States,1958,America,F,66,60+
43452,United States,1967,America,F,57,41-60
43453,Canada,1946,America,F,78,60+
43454,Israel,1999,Europe,F,25,19-30
43455,Germany,1949,Europe,F,75,60+
43456,United Kingdom,1950,Europe,M,74,60+
43458,United Kingdom,1955,Europe,F,69,60+
43462,Belgium,1950,Europe,F,74,60+
43463,United States,1962,America,M,62,60+
43464,United Kingdom,1972,Europe,M,52,41-60
43465,United Kingdom,1946,Europe,M,78,60+
43466,Switzerland,1980,Europe,F,44,41-60
43467,Israel,1984,Europe,M,40,31-40
43468,Switzerland,1961,Europe,F,63,60+
43469,Canada,1948,America,F,76,60+
43470,United States,1970,America,M,54,41-60
43472,Canada,2006,America,F,18,0-18
43473,Spain,1951,Europe,F,73,60+
43475,United Kingdom,1972,Europe,M,52,41-60
43477,Sweden,1962,Europe,M,62,60+
43478,Norway,1951,Europe,F,73,60+
43479,United States,1967,America,M,57,41-60
43480,United States,1975,America,F,49,41-60
43481,United Kingdom,1962,Europe,M,62,60+
43482,Canada,1947,America,F,77,60+
43484,United States,1974,America,M,50,41-60
43486,Netherlands,1947,Europe,M,77,60+
43487,Denmark,1959,Europe,F,65,60+
43488,Canada,1946,America,M,78,60+
43491,Sweden,2005,Europe,F,19,19-30
43492,United Kingdom,1957,Europe,F,67,60+
43493,Canada,1949,America,F,75,60+
43495,United States,1946,America,F,78,60+
43497,Denmark,1990,Europe,F,34,31-40
43498,United Kingdom,1969,Europe,F,55,41-60
43501,Sweden,1947,Europe,F,77,60+
43502,Italy,2007,Europe,F,17,0-18
43504,United States,1951,America,F,73,60+
43505,Finland,2009,Europe,M,15,0-18
43506,Canada,1972,America,F,52,41-60
43507,Finland,2006,Europe,M,18,0-18
43509,Canada,1973,America,M,51,41-60
43512,Finland,1974,Europe,F,50,41-60
43513,Canada,1973,America,F,51,41-60
43514,United States,1946,America,M,78,60+
43516,Spain,1949,Europe,F,75,60+
43518,United Kingdom,1995,Europe,F,29,19-30
43519,Canada,1958,America,M,66,60+
43522,United Kingdom,1998,Europe,M,26,19-30
43524,Italy,1986,Europe,F,38,31-40
43525,United Kingdom,1945,Europe,F,79,60+
43526,United Kingdom,1945,Europe,M,79,60+
43528,United Kingdom,1962,Europe,F,62,60+
43529,Canada,1948,America,M,76,60+
43534,United States,1962,America,M,62,60+
43535,Germany,1962,Europe,M,62,60+
43536,United Kingdom,1947,Europe,F,77,60+
43538,Italy,1955,Europe,F,69,60+
43539,Canada,2000,America,F,24,19-30
43540,Denmark,2004,Europe,M,20,19-30
43542,Finland,1972,Europe,F,52,41-60
43545,Canada,2005,America,F,19,19-30
43546,Canada,1970,America,F,54,41-60
43547,Denmark,1962,Europe,F,62,60+
43549,Switzerland,1949,Europe,F,75,60+
43551,United Kingdom,1945,Europe,F,79,60+
43552,United Kingdom,1974,Europe,M,50,41-60
43553,Finland,1973,Europe,M,51,41-60
43554,Canada,1950,America,M,74,60+
43556,Spain,1959,Europe,M,65,60+
43557,Finland,1971,Europe,F,53,41-60
43558,Canada,1963,America,F,61,60+
43560,Spain,1980,Europe,F,44,41-60
43561,Canada,1998,America,M,26,19-30
43564,United States,1967,America,F,57,41-60
43567,Canada,2006,America,F,18,0-18
43571,Spain,1976,Europe,F,48,41-60
43572,Israel,1963,Europe,M,61,60+
43578,Canada,1946,America,F,78,60+
43579,Spain,1949,Europe,F,75,60+
43581,Canada,1954,America,F,70,60+
43583,Canada,1966,America,M,58,41-60
43586,Canada,1950,America,M,74,60+
43591,United Kingdom,1964,Europe,F,60,41-60
43592,United States,1962,America,M,62,60+
43593,United Kingdom,1962,Europe,F,62,60+
43595,Canada,1959,America,M,65,60+
43597,Sweden,1947,Europe,F,77,60+
43598,United States,1965,America,F,59,41-60
43600,United Kingdom,1973,Europe,M,51,41-60
43601,Norway,1941,Europe,M,83,60+
43602,Germany,1944,Europe,F,80,60+
43604,United Kingdom,1959,Europe,F,65,60+
43605,United Kingdom,1987,Europe,M,37,31-40
43608,United Kingdom,1964,Europe,M,60,41-60
43611,Canada,1966,America,F,58,41-60
43612,France,2004,Europe,F,20,19-30
43616,Canada,2001,America,F,23,19-30
43617,United States,1970,America,F,54,41-60
43619,Finland,1958,Europe,F,66,60+
43620,United States,1950,America,F,74,60+
43621,Norway,1985,Europe,M,39,31-40
43622,Canada,1951,America,M,73,60+
43623,Canada,1998,America,F,26,19-30
43624,United Kingdom,1946,Europe,F,78,60+
43625,United Kingdom,1963,Europe,M,61,60+
43627,Spain,1975,Europe,M,49,41-60
43628,United Kingdom,1962,Europe,F,62,60+
43630,United Kingdom,1966,Europe,F,58,41-60
43631,Canada,1959,America,F,65,60+
43632,Netherlands,2007,Europe,F,17,0-18
43634,United Kingdom,1992,Europe,F,32,31-40
43636,United States,1968,America,F,56,41-60
43638,United States,1957,America,F,67,60+
43639,United States,1948,America,F,76,60+
43640,Netherlands,1964,Europe,M,60,41-60
43641,Finland,1964,Europe,F,60,41-60
43642,Israel,1999,Europe,M,25,19-30
43645,Sweden,1953,Europe,M,71,60+
43646,Sweden,1971,Europe,M,53,41-60
43647,Canada,1964,America,M,60,41-60
43649,Belgium,1999,Europe,M,25,19-30
43651,Netherlands,1956,Europe,F,68,60+
43652,United Kingdom,1962,Europe,F,62,60+
43653,Finland,2004,Europe,F,20,19-30
43654,United States,1987,America,M,37,31-40
43655,Switzerland,1946,Europe,M,78,60+
43656,Finland,1943,Europe,F,81,60+
43657,Finland,1964,Europe,M,60,41-60
43658,Germany,2004,Europe,F,20,19-30
43659,United States,1966,America,F,58,41-60
43662,Canada,1970,America,M,54,41-60
43666,Netherlands,1972,Europe,M,52,41-60
43667,Sweden,1967,Europe,M,57,41-60
43668,Canada,1979,America,F,45,41-60
43669,France,1950,Europe,F,74,60+
43670,Israel,1947,Europe,M,77,60+
43671,United States,2000,America,F,24,19-30
43676,Belgium,1972,Europe,M,52,41-60
43677,Canada,1945,America,M,79,60+
43681,Canada,1989,America,F,35,31-40
43683,United States,1965,America,F,59,41-60
43686,Finland,1972,Europe,F,52,41-60
43689,United Kingdom,1962,Europe,F,62,60+
43691,Canada,1961,America,F,63,60+
43692,Spain,1950,Europe,F,74,60+
43695,United Kingdom,1951,Europe,M,73,60+
43696,United States,1985,America,F,39,31-40
43697,Finland,1949,Europe,F,75,60+
43699,Finland,2007,Europe,F,17,0-18
43701,Finland,1970,Europe,M,54,41-60
43702,Finland,2008,Europe,F,16,0-18
43704,United Kingdom,1985,Europe,F,39,31-40
43706,Finland,1981,Europe,M,43,41-60
43707,Switzerland,1961,Europe,F,63,60+
43710,Canada,1948,America,M,76,60+
43712,United States,1981,America,M,43,41-60
43717,United Kingdom,1949,Europe,F,75,60+
43718,Canada,1973,America,F,51,41-60
43722,Israel,2004,Europe,F,20,19-30
43726,Finland,1968,Europe,M,56,41-60
43729,United Kingdom,1945,Europe,F,79,60+
43734,Canada,1958,America,F,66,60+
43735,United States,1950,America,F,74,60+
43738,Canada,1958,America,F,66,60+
43739,United Kingdom,1961,Europe,M,63,60+
43741,Denmark,1961,Europe,F,63,60+
43742,France,1967,Europe,M,57,41-60
43743,United States,1961,America,F,63,60+
43744,Denmark,1946,Europe,F,78,60+
43745,United States,2006,America,F,18,0-18
43747,Canada,1973,America,M,51,41-60
43748,Finland,1964,Europe,F,60,41-60
43750,Canada,2004,America,F,20,19-30
43751,Canada,1961,America,M,63,60+
43753,Canada,1945,America,F,79,60+
43754,Belgium,1946,Europe,F,78,60+
43756,United Kingdom,1959,Europe,F,65,60+
43758,Germany,1950,Europe,F,74,60+
43759,Sweden,1970,Europe,M,54,41-60
43760,Canada,1946,America,M,78,60+
43761,Canada,1978,America,F,46,41-60
43762,United States,1951,America,M,73,60+
43763,Canada,1951,America,M,73,60+
43764,United Kingdom,1999,Europe,M,25,19-30
43768,Netherlands,1949,Europe,M,75,60+
43769,Denmark,1963,Europe,F,61,60+
43770,United States,1972,America,M,52,41-60
43772,Canada,1950,America,F,74,60+
43775,Canada,1985,America,F,39,31-40
43777,Netherlands,1960,Europe,F,64,60+
43778,Finland,1999,Europe,F,25,19-30
43781,Netherlands,1948,Europe,M,76,60+
43784,United Kingdom,1968,Europe,M,56,41-60
43785,Canada,1983,America,F,41,41-60
43786,United States,2006,America,F,18,0-18
43789,Denmark,1967,Europe,F,57,41-60
43791,Norway,1950,Europe,F,74,60+
43792,Belgium,1959,Europe,M,65,60+
43793,Sweden,1950,Europe,M,74,60+
43794,Finland,2005,Europe,F,19,19-30
43796,United States,2004,America,F,20,19-30
43797,United Kingdom,1984,Europe,F,40,31-40
43798,Norway,1959,Europe,F,65,60+
43801,United Kingdom,1947,Europe,M,77,60+
43802,United States,1950,America,F,74,60+
43803,Finland,2007,Europe,M,17,0-18
43806,Canada,2001,America,F,23,19-30
43807,Italy,1959,Europe,F,65,60+
43810,Netherlands,1974,Europe,M,50,41-60
43812,Canada,2007,America,F,17,0-18
43814,United States,1975,America,M,49,41-60
43815,Canada,1962,America,M,62,60+
43817,Finland,1959,Europe,F,65,60+
43818,United States,1947,America,F,77,60+
43820,United States,1972,America,F,52,41-60
43822,United States,2005,America,M,19,19-30
43825,Finland,1971,Europe,M,53,41-60
43831,Spain,1951,Europe,F,73,60+
43832,United States,1943,America,F,81,60+
43834,Canada,2004,America,F,20,19-30
43835,Canada,1961,America,F,63,60+
43836,Spain,1942,Europe,M,82,60+
43837,Sweden,1948,Europe,F,76,60+
43839,Israel,1947,Europe,M,77,60+
43841,United States,1967,America,M,57,41-60
43846,Norway,1960,Europe,M,64,60+
43847,United Kingdom,1948,Europe,M,76,60+
43849,Germany,1956,Europe,F,68,60+
43850,Switzerland,1959,Europe,F,65,60+
43851,Canada,2006,America,F,18,0-18
43855,Belgium,1973,Europe,F,51,41-60
43856,United Kingdom,1958,Europe,M,66,60+
43858,United States,1996,America,F,28,19-30
43864,Canada,1995,America,M,29,19-30
43865,Belgium,1959,Europe,F,65,60+
43867,Canada,2007,America,F,17,0-18
43871,United Kingdom,1960,Europe,M,64,60+
43872,United States,2005,America,M,19,19-30
43874,Netherlands,1970,Europe,F,54,41-60
43876,Canada,1947,America,F,77,60+
43877,Canada,1996,America,F,28,19-30
43883,United Kingdom,1998,Europe,F,26,19-30
43884,Canada,1949,America,F,75,60+
43885,Italy,1962,Europe,M,62,60+
43887,Belgium,1968,Europe,M,56,41-60
43888,Finland,2002,Europe,F,22,19-30
43889,United States,1972,America,M,52,41-60
43890,United Kingdom,1962,Europe,F,62,60+
43891,United Kingdom,1998,Europe,F,26,19-30
43892,United Kingdom,1965,Europe,M,59,41-60
43893,United States,1961,America,F,63,60+
43895,Canada,1958,America,F,66,60+
43896,Canada,1947,America,M,77,60+
43898,Canada,1992,America,F,32,31-40
43899,United Kingdom,1993,Europe,F,31,31-40
43900,United Kingdom,1945,Europe,F,79,60+
43902,United Kingdom,1971,Europe,F,53,41-60
43903,France,1950,Europe,M,74,60+
43905,United Kingdom,1951,Europe,F,73,60+
43906,Canada,1972,America,M,52,41-60
43914,Finland,1981,Europe,F,43,41-60
43918,Italy,1967,Europe,F,57,41-60
43920,United States,1964,America,F,60,41-60
43921,United Kingdom,1951,Europe,M,73,60+
43923,Germany,1974,Europe,F,50,41-60
43924,France,1974,Europe,M,50,41-60
43925,Canada,1947,America,M,77,60+
43926,Finland,1946,Europe,F,78,60+
43927,Canada,1949,America,F,75,60+
43929,United States,1964,America,F,60,41-60
43930,Canada,2006,America,M,18,0-18
43935,United States,1976,America,F,48,41-60
43937,Canada,1945,America,F,79,60+
43939,Italy,1971,Europe,M,53,41-60
43940,Canada,1945,America,M,79,60+
43942,Canada,2007,America,F,17,0-18
43945,Canada,1948,America,F,76,60+
43946,United Kingdom,1965,Europe,F,59,41-60
43947,Canada,1960,America,M,64,60+
43949,France,1950,Europe,F,74,60+
43950,Canada,1969,America,M,55,41-60
43952,Israel,1987,Europe,M,37,31-40
43953,United Kingdom,2007,Europe,M,17,0-18
43954,Switzerland,1999,Europe,M,25,19-30
43958,Canada,1959,America,M,65,60+
43960,Canada,2002,America,F,22,19-30
43961,Canada,1966,America,F,58,41-60
43964,United States,2002,America,F,22,19-30
43966,United States,1982,America,M,42,41-60
43970,Belgium,2003,Europe,F,21,19-30
43973,United States,1984,America,F,40,31-40
43974,United Kingdom,1969,Europe,F,55,41-60
43976,Canada,2001,America,F,23,19-30
43977,Germany,1972,Europe,F,52,41-60
43978,Canada,1944,America,F,80,60+
43979,Canada,1951,America,F,73,60+
43980,United Kingdom,1965,Europe,M,59,41-60
43981,Canada,1951,America,F,73,60+
43984,Canada,1983,America,F,41,41-60
43988,United Kingdom,1973,Europe,F,51,41-60
43990,Germany,1984,Europe,F,40,31-40
43994,Switzerland,1962,Europe,F,62,60+
43995,Israel,1970,Europe,M,54,41-60
43996,Germany,1970,Europe,M,54,41-60
43997,Canada,1999,America,F,25,19-30
43998,Italy,1958,Europe,M,66,60+
43999,Canada,1945,America,F,79,60+
44000,Israel,1974,Europe,F,50,41-60
44001,Spain,1970,Europe,F,54,41-60
44004,Canada,1961,America,M,63,60+
44007,Finland,1991,Europe,F,33,31-40
44009,United Kingdom,1998,Europe,M,26,19-30
44010,Canada,1978,America,M,46,41-60
44011,Belgium,1951,Europe,F,73,60+
44013,United Kingdom,1962,Europe,F,62,60+
44015,Canada,1959,America,M,65,60+
44019,Denmark,1962,Europe,M,62,60+
44022,United Kingdom,2007,Europe,F,17,0-18
44023,France,1996,Europe,F,28,19-30
44025,Finland,1949,Europe,M,75,60+
44028,United Kingdom,1969,Europe,F,55,41-60
44029,Denmark,1972,Europe,M,52,41-60
44030,United States,1949,America,M,75,60+
44036,United Kingdom,1963,Europe,M,61,60+
44037,United Kingdom,1959,Europe,M,65,60+
44040,United States,1945,America,F,79,60+
44042,Germany,1985,Europe,F,39,31-40
44043,Canada,1949,America,F,75,60+
44044,Finland,1946,Europe,F,78,60+
44046,France,1969,Europe,F,55,41-60
44050,Canada,1960,America,F,64,60+
44051,France,1979,Europe,F,45,41-60
44053,Finland,1954,Europe,M,70,60+
44055,Spain,1968,Europe,F,56,41-60
44056,Finland,1948,Europe,M,76,60+
44057,Belgium,1951,Europe,F,73,60+
44058,Israel,2006,Europe,M,18,0-18
44059,Canada,1969,America,M,55,41-60
44060,Switzerland,1986,Europe,F,38,31-40
44061,Sweden,2003,Europe,M,21,19-30
44068,Canada,1944,America,M,80,60+
44071,Netherlands,1991,Europe,F,33,31-40
44073,Netherlands,1942,Europe,M,82,60+
44074,Canada,1986,America,M,38,31-40
44075,United States,1997,America,M,27,19-30
44076,Israel,1999,Europe,F,25,19-30
44078,United States,1995,America,F,29,19-30
44079,Norway,1999,Europe,F,25,19-30
44080,Canada,1947,America,M,77,60+
44082,United Kingdom,1967,Europe,F,57,41-60
44083,Finland,1979,Europe,M,45,41-60
44088,United Kingdom,2005,Europe,M,19,19-30
44091,Canada,1949,America,M,75,60+
44092,Italy,1946,Europe,F,78,60+
44095,Finland,1966,Europe,F,58,41-60
44096,Finland,1999,Europe,F,25,19-30
44099,United States,2007,America,M,17,0-18
44100,Norway,1962,Europe,F,62,60+
44102,Spain,1945,Europe,F,79,60+
44103,United Kingdom,1966,Europe,M,58,41-60
44104,Israel,1945,Europe,M,79,60+
44106,Canada,1967,America,F,57,41-60
44108,Finland,1974,Europe,F,50,41-60
44113,Israel,1984,Europe,F,40,31-40
44116,Israel,1947,Europe,M,77,60+
44117,Finland,1949,Europe,F,75,60+
44118,Canada,2002,America,F,22,19-30
44120,Switzerland,2000,Europe,M,24,19-30
44121,United States,1951,America,F,73,60+
44122,Sweden,1961,Europe,F,63,60+
44124,Canada,1965,America,M,59,41-60
44126,Sweden,1999,Europe,M,25,19-30
44127,United States,1966,America,F,58,41-60
44128,Finland,2003,Europe,M,21,19-30
44129,United States,1950,America,F,74,60+
44131,United Kingdom,1997,Europe,F,27,19-30
44133,Germany,1950,Europe,F,74,60+
44135,United Kingdom,1960,Europe,M,64,60+
44136,Canada,1953,America,F,71,60+
44137,Finland,1971,Europe,F,53,41-60
44139,United States,1998,America,F,26,19-30
44140,Canada,1949,America,F,75,60+
44142,Italy,2002,Europe,F,22,19-30
44143,Finland,1949,Europe,M,75,60+
44144,Finland,1963,Europe,F,61,60+
44145,Finland,1945,Europe,F,79,60+
44146,United States,1980,America,M,44,41-60
44151,Spain,1984,Europe,F,40,31-40
44152,United Kingdom,1945,Europe,F,79,60+
44157,United States,2004,America,F,20,19-30
44158,Canada,1949,America,M,75,60+
44159,Germany,1946,Europe,F,78,60+
44162,Norway,1974,Europe,M,50,41-60
44163,Finland,1969,Europe,M,55,41-60
44166,Belgium,1973,Europe,M,51,41-60
44167,Switzerland,1969,Europe,F,55,41-60
44168,Israel,1959,Europe,M,65,60+
44169,Sweden,1971,Europe,F,53,41-60
44170,Canada,1947,America,F,77,60+
44172,Belgium,1964,Europe,M,60,41-60
44174,Canada,1968,America,M,56,41-60
44175,United States,1962,America,F,62,60+
44177,Spain,1949,Europe,M,75,60+
44179,Netherlands,1958,Europe,M,66,60+
44180,Canada,2001,America,M,23,19-30
44181,United Kingdom,1967,Europe,F,57,41-60
44183,Belgium,1992,Europe,M,32,31-40
44185,United States,1999,America,F,25,19-30
44188,United Kingdom,1944,Europe,F,80,60+
44189,Netherlands,1967,Europe,F,57,41-60
44190,Canada,2007,America,M,17,0-18
44196,Canada,1943,America,F,81,60+
44198,Switzerland,2003,Europe,M,21,19-30
44199,Canada,1971,America,F,53,41-60
44200,United States,1979,America,F,45,41-60
44203,United States,1947,America,F,77,60+
44206,Italy,1974,Europe,M,50,41-60
44208,United Kingdom,1969,Europe,F,55,41-60
44211,Spain,1970,Europe,M,54,41-60
44214,Italy,1973,Europe,F,51,41-60
44221,Italy,1970,Europe,M,54,41-60
44222,Canada,1948,America,M,76,60+
44223,Canada,2003,America,F,21,19-30
44226,Switzerland,1993,Europe,F,31,31-40
44228,United States,1950,America,F,74,60+
44230,United Kingdom,1980,Europe,F,44,41-60
44231,Norway,1943,Europe,F,81,60+
44232,France,1944,Europe,M,80,60+
44239,Denmark,1983,Europe,F,41,41-60
44240,United States,1974,America,F,50,41-60
44242,United States,1946,America,F,78,60+
44243,France,1945,Europe,M,79,60+
44244,Canada,2000,America,M,24,19-30
44248,Canada,1985,America,F,39,31-40
44249,United Kingdom,1964,Europe,F,60,41-60
44250,Germany,2004,Europe,M,20,19-30
44252,Denmark,1949,Europe,F,75,60+
44255,Germany,1969,Europe,F,55,41-60
44256,Canada,1970,America,M,54,41-60
44257,United States,1958,America,F,66,60+
44260,United States,1946,America,F,78,60+
44262,Italy,1948,Europe,F,76,60+
44265,Canada,1945,America,F,79,60+
44266,United States,1974,America,F,50,41-60
44270,Canada,1951,America,F,73,60+
44271,Canada,1964,America,F,60,41-60
44272,United Kingdom,1951,Europe,M,73,60+
44273,United States,1967,America,F,57,41-60
44274,United Kingdom,1952,Europe,M,72,60+
44276,Canada,1989,America,F,35,31-40
44281,Canada,1969,America,F,55,41-60
44282,Sweden,1978,Europe,F,46,41-60
44283,United Kingdom,1951,Europe,M,73,60+
44285,United Kingdom,1958,Europe,M,66,60+
44290,Canada,1972,America,F,52,41-60
44291,Finland,1975,Europe,F,49,41-60
44293,Canada,1948,America,M,76,60+
44294,Sweden,1985,Europe,F,39,31-40
44295,Canada,1950,America,M,74,60+
44296,Canada,1951,America,F,73,60+
44300,Germany,1972,Europe,M,52,41-60
44302,Spain,1969,Europe,M,55,41-60
44304,Italy,1964,Europe,F,60,41-60
44305,United Kingdom,1998,Europe,F,26,19-30
44306,Germany,1998,Europe,F,26,19-30
44307,United States,1989,America,M,35,31-40
44308,Canada,1951,America,F,73,60+
44309,United States,1950,America,M,74,60+
44310,Belgium,2007,Europe,F,17,0-18
44312,Canada,1967,America,M,57,41-60
44313,France,1950,Europe,F,74,60+
44314,Canada,1948,America,F,76,60+
44316,United Kingdom,1950,Europe,M,74,60+
44317,Canada,1972,America,M,52,41-60
44319,United Kingdom,1962,Europe,F,62,60+
44320,United States,1972,America,M,52,41-60
44331,United Kingdom,2000,Europe,M,24,19-30
44333,United Kingdom,2005,Europe,F,19,19-30
44335,Denmark,1947,Europe,M,77,60+
44341,United Kingdom,1971,Europe,M,53,41-60
44342,United Kingdom,1961,Europe,F,63,60+
44343,Finland,1991,Europe,M,33,31-40
44344,Canada,1975,America,F,49,41-60
44346,United States,1965,America,M,59,41-60
44347,Italy,1949,Europe,F,75,60+
44348,Denmark,1996,Europe,M,28,19-30
44349,United States,1960,America,F,64,60+
44351,Italy,1965,Europe,M,59,41-60
44352,United Kingdom,1950,Europe,M,74,60+
44356,Canada,1972,America,F,52,41-60
44359,Netherlands,1969,Europe,F,55,41-60
44360,United States,1993,America,M,31,31-40
44361,Italy,2005,Europe,M,19,19-30
44368,Israel,1948,Europe,M,76,60+
44369,United States,1981,America,M,43,41-60
44371,France,1970,Europe,M,54,41-60
44373,Finland,1960,Europe,F,64,60+
44374,Israel,1949,Europe,F,75,60+
44375,United Kingdom,1951,Europe,F,73,60+
44376,United States,1950,America,F,74,60+
44377,United States,1972,America,M,52,41-60
44380,United States,1949,America,F,75,60+
44382,Israel,1998,Europe,M,26,19-30
44383,Canada,1960,America,M,64,60+
44386,United Kingdom,1973,Europe,F,51,41-60
44390,Canada,1946,America,M,78,60+
44391,Finland,1960,Europe,F,64,60+
44392,Netherlands,2001,Europe,F,23,19-30
44394,Denmark,1992,Europe,M,32,31-40
44397,Norway,1955,Europe,F,69,60+
44399,Germany,1970,Europe,F,54,41-60
44400,United Kingdom,1959,Europe,F,65,60+
44401,Finland,2009,Europe,F,15,0-18
44402,United States,1967,America,F,57,41-60
44405,Germany,1951,Europe,F,73,60+
44406,Canada,1994,America,M,30,19-30
44408,United Kingdom,1964,Europe,M,60,41-60
44411,Canada,1945,America,M,79,60+
44412,Switzerland,1971,Europe,F,53,41-60
44413,Finland,1967,Europe,M,57,41-60
44415,Switzerland,1999,Europe,M,25,19-30
44417,Canada,1994,America,M,30,19-30
44420,United States,1951,America,F,73,60+
44421,United States,2008,America,M,16,0-18
44422,Germany,1973,Europe,M,51,41-60
44423,Canada,1968,America,M,56,41-60
44424,Finland,1972,Europe,M,52,41-60
44425,United Kingdom,1959,Europe,M,65,60+
44426,Canada,1954,America,F,70,60+
44436,Sweden,1958,Europe,M,66,60+
44437,United Kingdom,1964,Europe,M,60,41-60
44438,Canada,1976,America,F,48,41-60
44439,Canada,1956,America,F,68,60+
44440,Germany,1988,Europe,F,36,31-40
44441,United Kingdom,1972,Europe,F,52,41-60
44442,United Kingdom,1959,Europe,F,65,60+
44443,France,1949,Europe,M,75,60+
