DW_OrderID,Sale Date,Quantity, Amount , Total_Discount ,DW_CustomerID
107262-35309,05/01/2022,1, $7.64 , $1.35 ,6880
107263-33850,29/12/2021,1, $7.99 , $-   ,41860
107263-33851,25/08/2021,1, $8.99 , $-   ,1443
107263-33852,08/05/2021,1, $5.99 , $-   ,43193
107263-33853,09/02/2022,1, $8.99 , $-   ,247
107263-33854,23/02/2021,1, $8.99 , $-   ,22794
107263-33855,31/07/2023,2, $11.98 , $-   ,3429
107263-33856,22/09/2021,2, $15.98 , $-   ,33318
107263-33857,21/03/2021,1, $8.99 , $-   ,32115
107263-33858,05/07/2021,2, $15.98 , $-   ,7890
107263-33859,15/03/2022,1, $6.99 , $-   ,45146
107263-33860,20/08/2023,1, $8.99 , $-   ,34548
107263-33861,01/09/2021,1, $6.99 , $-   ,5075
107263-33862,02/10/2022,1, $7.99 , $-   ,15324
107263-33863,05/03/2023,1, $8.99 , $-   ,25789
107263-33864,08/07/2023,2, $17.98 , $-   ,7019
107263-33865,30/01/2021,1, $5.99 , $-   ,14690
107263-33866,16/08/2021,1, $8.99 , $-   ,2510
107263-33867,24/05/2022,1, $5.99 , $-   ,36415
107263-33868,02/09/2022,1, $5.99 , $-   ,1446
107263-33869,29/11/2021,1, $8.99 , $-   ,2286
107263-33870,30/10/2021,1, $5.99 , $-   ,23996
107263-33871,10/07/2021,1, $5.99 , $-   ,49269
107263-33872,09/12/2021,1, $8.99 , $-   ,35743
107263-33873,27/02/2022,1, $12.50 , $-   ,50778
107263-33874,18/03/2021,1, $35.84 , $-   ,41160
107263-33875,23/05/2022,1, $23.99 , $-   ,22459
107263-33876,01/07/2022,1, $12.50 , $-   ,36821
107263-33877,17/06/2022,1, $13.46 , $-   ,12934
107263-33878,23/01/2023,1, $23.99 , $-   ,46854
107263-33879,13/04/2023,1, $8.99 , $-   ,37990
107263-33880,17/01/2022,1, $8.99 , $-   ,8595
107263-33881,27/05/2023,1, $12.50 , $-   ,23292
107263-33882,22/05/2023,1, $23.99 , $-   ,7501
107263-33883,03/07/2023,1, $35.84 , $-   ,48617
107263-33884,11/03/2023,1, $13.46 , $-   ,35391
107263-33885,02/06/2022,1, $12.50 , $-   ,49234
107263-33886,26/11/2021,1, $8.99 , $-   ,40703
107263-33887,28/01/2022,2, $71.68 , $-   ,45992
107263-33888,07/05/2023,1, $12.50 , $-   ,34497
107263-33889,23/11/2023,1, $12.50 , $-   ,13381
107263-33890,28/02/2022,2, $26.92 , $-   ,30693
107263-33891,29/11/2022,1, $13.46 , $-   ,31472
107263-33892,11/03/2021,1, $12.50 , $-   ,16865
107263-33893,22/05/2021,1, $12.50 , $-   ,11311
107263-33894,16/08/2023,1, $13.46 , $-   ,4956
107263-33895,21/03/2023,1, $8.99 , $-   ,19559
107263-33896,16/05/2023,1, $16.99 , $-   ,52594
107263-33897,24/11/2023,1, $8.99 , $-   ,27588
107263-33898,30/06/2021,1, $8.99 , $-   ,13446
107263-33899,04/03/2022,1, $22.99 , $-   ,15002
107263-33900,07/04/2023,1, $8.99 , $-   ,4280
107263-33901,16/02/2023,1, $8.99 , $-   ,7831
107263-33902,07/03/2022,1, $8.99 , $-   ,21235
107263-33903,11/03/2023,1, $8.99 , $-   ,42924
107263-33904,14/03/2023,1, $8.99 , $-   ,51021
107263-33905,02/04/2023,2, $17.98 , $-   ,12448
107263-33906,21/05/2021,1, $8.99 , $-   ,12798
107263-33907,19/04/2023,1, $8.99 , $-   ,48864
107263-33908,01/08/2021,1, $8.99 , $-   ,32547
107263-33909,25/03/2021,1, $20.99 , $-   ,40802
107263-33910,13/06/2021,1, $22.99 , $-   ,32819
107263-33911,08/05/2021,1, $8.99 , $-   ,6235
107263-33912,22/02/2022,1, $8.99 , $-   ,47815
107263-33913,14/10/2022,1, $8.99 , $-   ,52510
107263-33914,30/12/2021,1, $22.99 , $-   ,475
107263-33915,20/02/2021,1, $22.99 , $-   ,17348
107263-33916,15/04/2021,1, $8.99 , $-   ,34248
107263-33917,26/12/2023,1, $22.99 , $-   ,38278
107263-33918,29/07/2022,1, $8.99 , $-   ,18663
107263-33919,29/04/2023,1, $22.99 , $-   ,12412
107263-33920,19/05/2022,1, $8.99 , $-   ,23988
107263-33921,18/04/2022,1, $22.99 , $-   ,34659
107263-33922,25/03/2023,1, $8.99 , $-   ,5917
107263-33923,10/08/2023,2, $17.98 , $-   ,43208
107263-33924,05/12/2022,1, $8.99 , $-   ,52444
107263-33925,13/08/2021,1, $8.99 , $-   ,43958
107263-33926,27/10/2021,1, $8.99 , $-   ,33155
107263-33927,13/10/2022,2, $31.98 , $-   ,48663
107263-33928,08/07/2023,1, $15.99 , $-   ,24960
107263-33929,09/10/2022,1, $15.99 , $-   ,24762
107263-33930,23/07/2023,1, $32.99 , $-   ,39949
107263-33931,06/04/2021,1, $15.99 , $-   ,45132
107263-33932,22/12/2021,1, $9.50 , $-   ,42753
107263-33933,06/01/2021,1, $9.50 , $-   ,9697
107263-33934,26/07/2021,2, $19.00 , $-   ,17387
107263-33935,23/03/2023,1, $8.27 , $1.24 ,18896
107263-33936,11/02/2021,1, $8.55 , $0.95 ,13709
107263-33937,19/03/2023,1, $9.50 , $-   ,19906
107263-33938,03/11/2021,1, $9.50 , $-   ,36139
107263-33939,15/03/2021,1, $9.50 , $-   ,50787
107263-33940,17/01/2021,1, $9.50 , $-   ,18818
107263-33941,04/06/2023,1, $9.50 , $-   ,47973
107263-33942,23/03/2023,1, $9.50 , $-   ,3621
107263-33943,19/10/2022,1, $9.50 , $-   ,23297
107263-33944,07/01/2021,1, $9.50 , $-   ,12944
107263-33945,20/06/2022,1, $9.50 , $-   ,43558
107263-33946,06/03/2022,1, $9.50 , $-   ,2381
107263-33947,31/07/2022,1, $9.50 , $-   ,25286
107263-33948,11/11/2022,1, $9.50 , $-   ,43296
107263-33949,23/07/2022,2, $19.00 , $-   ,1939
107263-33950,01/03/2023,1, $9.50 , $-   ,22777
107263-33951,22/10/2021,1, $9.50 , $-   ,38396
107263-33952,18/12/2022,1, $9.50 , $-   ,49600
107263-33953,10/09/2023,1, $9.50 , $-   ,21953
107263-33954,17/05/2021,1, $9.50 , $-   ,50463
107263-33955,21/01/2022,1, $9.50 , $-   ,35111
107263-33956,27/05/2021,1, $9.50 , $-   ,8254
107263-33958,05/03/2023,1, $8.99 , $-   ,23049
107263-33959,09/04/2022,1, $20.43 , $1.08 ,39830
107263-33960,16/06/2022,1, $8.99 , $-   ,17446
107263-33961,25/02/2022,1, $8.99 , $-   ,15441
107263-33962,12/08/2022,1, $12.50 , $-   ,47764
107263-33963,30/10/2021,1, $20.43 , $1.08 ,23794
107263-33964,08/04/2021,2, $17.98 , $-   ,11403
107263-33965,03/07/2023,1, $20.43 , $1.08 ,5560
107263-33966,05/11/2021,1, $8.99 , $-   ,40887
107263-33967,23/05/2021,1, $8.99 , $-   ,4403
107263-33968,11/04/2021,1, $8.99 , $-   ,31660
107263-33969,06/06/2023,1, $8.99 , $-   ,13417
107263-33970,23/06/2021,2, $17.98 , $-   ,8542
107263-33971,18/05/2022,1, $20.43 , $1.08 ,11156
107263-33972,30/09/2021,1, $21.50 , $-   ,14784
107263-33973,06/01/2022,1, $8.99 , $-   ,8104
107263-33974,20/08/2022,1, $12.50 , $-   ,26135
107263-33975,19/07/2023,1, $8.99 , $-   ,31537
107263-33976,04/11/2022,1, $21.50 , $-   ,7905
107263-33978,29/04/2021,1, $20.43 , $1.08 ,6532
107263-33979,10/12/2023,1, $8.99 , $-   ,2450
107263-33980,01/12/2023,1, $12.50 , $-   ,46743
107263-33981,23/06/2022,1, $8.99 , $-   ,33295
107263-33982,30/03/2022,1, $8.99 , $-   ,33117
107263-33983,26/04/2022,2, $40.85 , $2.15 ,48046
107263-33984,20/06/2022,1, $21.50 , $-   ,42988
107263-33985,19/08/2022,1, $8.99 , $-   ,20380
107263-33986,07/03/2021,1, $21.50 , $-   ,28619
107263-33987,04/07/2021,1, $21.50 , $-   ,25660
107263-33988,27/01/2021,1, $23.99 , $-   ,7172
107263-33989,14/12/2021,1, $20.43 , $1.08 ,2727
107263-33990,14/06/2023,2, $25.00 , $-   ,45912
107263-33991,31/01/2023,1, $8.99 , $-   ,52123
107263-33992,23/06/2023,1, $8.99 , $-   ,38138
107263-33993,05/10/2022,1, $8.99 , $-   ,51994
107263-33994,08/05/2022,1, $8.99 , $-   ,27468
107263-33995,13/12/2023,1, $8.99 , $-   ,46226
107263-33996,28/01/2022,1, $8.99 , $-   ,2809
107263-33997,25/03/2021,1, $12.50 , $-   ,48282
107263-33998,04/06/2023,1, $8.99 , $-   ,49841
107263-33999,17/01/2023,1, $21.50 , $-   ,14282
107263-34000,27/07/2022,2, $17.98 , $-   ,20337
107263-34001,19/05/2023,2, $17.98 , $-   ,18036
107263-34002,01/10/2021,1, $21.50 , $-   ,31055
107263-34003,21/06/2022,1, $8.99 , $-   ,52662
107263-34004,25/05/2021,1, $21.50 , $-   ,26304
107263-34005,18/11/2022,1, $8.99 , $-   ,41270
107263-34006,02/06/2023,1, $8.99 , $-   ,11346
107263-34007,06/08/2022,1, $8.99 , $-   ,42061
107263-34008,28/04/2022,1, $20.43 , $1.08 ,10981
107263-34009,01/01/2021,1, $12.50 , $-   ,6249
107263-34010,24/09/2022,2, $17.98 , $-   ,1053
107263-34011,23/10/2022,1, $21.50 , $-   ,22480
107263-34012,08/05/2022,1, $8.99 , $-   ,13681
107263-34013,30/08/2022,1, $8.99 , $-   ,33445
107263-34014,03/12/2022,1, $8.99 , $-   ,25189
107263-34015,04/01/2023,2, $17.98 , $-   ,31164
107263-34016,03/10/2023,1, $21.50 , $-   ,18778
107263-34017,06/08/2021,1, $21.50 , $-   ,16564
107263-34018,26/04/2023,1, $8.99 , $-   ,41486
107263-34019,08/09/2022,1, $21.50 , $-   ,48435
107263-34020,05/11/2021,1, $21.50 , $-   ,3240
107263-34021,14/08/2023,1, $8.99 , $-   ,776
107263-34022,19/06/2021,1, $21.50 , $-   ,46167
107263-34023,03/05/2022,1, $8.99 , $-   ,39899
107263-34024,03/07/2022,1, $21.50 , $-   ,28511
107263-34025,28/07/2021,1, $8.99 , $-   ,46756
107263-34026,06/12/2023,1, $21.50 , $-   ,41456
107263-34027,18/01/2021,1, $21.50 , $-   ,17916
107263-34028,06/10/2022,1, $21.50 , $-   ,25613
107263-34029,16/06/2022,1, $8.99 , $-   ,5368
107263-34030,06/03/2021,1, $11.99 , $-   ,10277
107263-34031,24/01/2022,1, $11.99 , $-   ,10405
107263-34032,30/01/2021,1, $11.99 , $-   ,33383
107263-34033,27/12/2023,1, $11.99 , $-   ,5849
107263-34034,18/07/2022,1, $11.99 , $-   ,47329
107263-34035,03/04/2022,1, $18.50 , $-   ,18231
107263-34036,26/02/2021,1, $11.99 , $-   ,40873
107263-34037,07/12/2022,1, $11.99 , $-   ,13164
107263-34038,12/10/2023,1, $11.99 , $-   ,35547
107263-34039,04/07/2022,1, $11.99 , $-   ,4860
107263-34040,10/12/2023,2, $23.98 , $-   ,35120
107263-34041,18/01/2022,1, $11.99 , $-   ,47853
107263-34042,02/12/2021,1, $11.99 , $-   ,23449
107263-34043,30/07/2021,1, $11.99 , $-   ,31666
107263-34044,12/03/2021,2, $31.98 , $-   ,14024
107263-34045,15/12/2021,3, $33.48 , $-   ,5372
107263-34046,27/12/2021,2, $18.49 , $-   ,43598
107263-34047,05/10/2021,2, $20.98 , $-   ,13417
107263-34048,15/11/2021,2, $14.98 , $-   ,30327
107263-34049,01/07/2021,3, $33.99 , $-   ,22935
107263-34050,11/10/2021,2, $20.98 , $-   ,8901
107263-34051,02/02/2023,2, $30.49 , $-   ,20743
107263-34052,27/06/2021,2, $14.98 , $-   ,45664
107263-34053,11/04/2022,3, $20.97 , $-   ,4762
107263-34054,24/01/2023,2, $43.00 , $-   ,4303
107263-34055,05/01/2022,3, $30.48 , $-   ,23871
107263-34056,21/07/2021,2, $17.98 , $-   ,48948
107263-34057,04/06/2022,2, $18.49 , $-   ,35855
107263-34058,28/12/2023,2, $20.98 , $-   ,44390
107263-34059,07/03/2022,2, $20.98 , $-   ,38183
107263-34060,20/05/2022,2, $36.98 , $-   ,3395
107263-34061,02/11/2022,2, $17.98 , $-   ,17021
107263-34062,16/09/2023,3, $27.48 , $-   ,48580
107263-34063,02/09/2023,2, $34.00 , $-   ,28597
107263-34064,23/07/2022,2, $43.00 , $-   ,9510
107263-34065,16/07/2021,2, $25.00 , $-   ,49829
107263-34066,19/09/2021,2, $30.49 , $-   ,8412
107263-34067,16/03/2021,2, $46.98 , $-   ,17275
107263-34068,08/06/2022,3, $60.48 , $-   ,41878
107263-34069,02/10/2021,2, $21.49 , $-   ,46767
107263-34070,31/08/2022,2, $15.49 , $-   ,18016
107263-34071,21/05/2023,2, $17.98 , $-   ,8942
107263-34072,04/10/2022,3, $26.82 , $1.17 ,1611
107263-34073,20/09/2022,3, $23.97 , $-   ,47894
107263-34074,22/01/2022,4, $48.42 , $1.08 ,22482
107263-34075,07/05/2022,4, $73.49 , $-   ,46014
107263-34076,28/11/2022,4, $32.96 , $-   ,37533
107263-34077,20/09/2021,4, $44.96 , $-   ,29108
107264-34078,29/05/2021,1, $8.99 , $-   ,36434
107264-34079,09/04/2022,1, $5.99 , $-   ,35999
107264-34080,25/11/2023,1, $5.99 , $-   ,6647
107264-34081,01/06/2022,1, $6.99 , $-   ,14271
107264-34082,07/06/2021,1, $8.99 , $-   ,33819
107264-34083,05/09/2023,1, $8.99 , $-   ,37225
107264-34084,29/03/2023,1, $5.99 , $-   ,16586
107264-34085,24/01/2022,1, $5.99 , $-   ,19072
107264-34086,20/04/2022,1, $6.99 , $-   ,2308
107264-34087,04/07/2023,1, $5.99 , $-   ,34430
107264-34088,17/10/2021,2, $15.98 , $-   ,2957
107264-34089,17/01/2021,1, $5.99 , $-   ,10672
107264-34090,02/01/2023,1, $8.99 , $-   ,14983
107264-34091,28/09/2022,2, $17.98 , $-   ,20975
107264-34092,20/12/2022,1, $27.99 , $-   ,27809
107264-34093,24/10/2021,1, $12.50 , $-   ,30568
107264-34094,13/10/2022,1, $12.50 , $-   ,23506
107264-34095,05/10/2021,1, $12.50 , $-   ,30743
107264-34096,16/02/2023,1, $23.99 , $-   ,9911
107264-34097,19/10/2023,1, $8.99 , $-   ,34923
107264-34098,05/04/2022,1, $12.50 , $-   ,7085
107264-34099,06/02/2021,1, $12.50 , $-   ,2884
107264-34100,08/06/2022,1, $8.99 , $-   ,44918
107264-34101,25/01/2023,1, $8.99 , $-   ,40972
107264-34102,04/09/2023,1, $12.50 , $-   ,51495
107264-34103,29/01/2022,1, $27.99 , $-   ,13940
107264-34104,15/12/2023,1, $35.84 , $-   ,20085
107264-34105,13/07/2022,1, $16.99 , $-   ,42770
107264-34106,20/04/2021,1, $8.99 , $-   ,4099
107264-34107,23/07/2022,2, $17.98 , $-   ,49489
107264-34108,26/09/2023,2, $17.98 , $-   ,35180
107264-34109,17/09/2022,1, $8.99 , $-   ,18885
107264-34110,06/02/2022,2, $17.98 , $-   ,37420
107264-34111,21/09/2021,1, $22.99 , $-   ,2476
107264-34112,26/07/2023,1, $22.99 , $-   ,28097
107264-34113,01/12/2022,1, $8.99 , $-   ,16611
107264-34114,16/04/2023,1, $8.99 , $-   ,27474
107264-34115,13/08/2022,1, $8.99 , $-   ,35362
107264-34116,23/01/2023,1, $22.99 , $-   ,11033
107264-34117,09/11/2021,1, $8.99 , $-   ,43049
107264-34118,18/02/2022,1, $8.99 , $-   ,49775
107264-34119,10/05/2023,1, $8.99 , $-   ,25362
107264-34120,23/02/2021,1, $8.99 , $-   ,42943
107264-34121,20/12/2023,1, $15.99 , $-   ,25903
107264-34122,27/04/2023,2, $31.98 , $-   ,45964
107264-34123,27/02/2023,1, $9.50 , $-   ,41667
107264-34124,06/11/2022,1, $9.50 , $-   ,43069
107264-34125,12/06/2023,1, $9.50 , $-   ,37198
107264-34126,26/03/2021,1, $9.50 , $-   ,45453
107264-34127,28/03/2022,1, $8.55 , $0.95 ,41365
107264-34128,23/07/2021,1, $9.50 , $-   ,33647
107264-34129,15/08/2022,1, $9.50 , $-   ,45667
107264-34130,19/09/2022,1, $9.50 , $-   ,26869
107264-34131,11/06/2021,1, $9.50 , $-   ,46939
107264-34132,22/05/2022,1, $9.50 , $-   ,17804
107264-34133,12/05/2023,1, $9.50 , $-   ,21875
107264-34134,03/10/2023,1, $8.55 , $0.95 ,30681
107264-34135,01/05/2021,1, $8.55 , $0.95 ,33110
107264-34136,01/08/2022,1, $8.55 , $0.95 ,245
107264-34137,11/06/2023,1, $8.99 , $-   ,27024
107264-34138,12/05/2023,1, $8.99 , $-   ,38319
107264-34139,15/09/2021,1, $21.50 , $-   ,48901
107264-34140,12/06/2021,1, $21.50 , $-   ,29471
107264-34141,19/04/2023,2, $43.00 , $-   ,33155
107264-34142,01/12/2021,1, $8.99 , $-   ,36127
107264-34143,01/01/2023,1, $8.99 , $-   ,1387
107264-34144,05/03/2023,1, $8.99 , $-   ,15089
107264-34145,31/10/2022,1, $8.99 , $-   ,24081
107264-34146,09/12/2022,1, $8.99 , $-   ,14140
107264-34147,21/02/2022,1, $21.50 , $-   ,5999
107264-34148,17/07/2022,1, $8.99 , $-   ,20438
107264-34149,04/11/2023,1, $8.99 , $-   ,29414
107264-34150,11/06/2022,1, $8.99 , $-   ,51012
107264-34151,09/08/2023,1, $21.50 , $-   ,20549
107264-34152,22/06/2021,1, $8.99 , $-   ,29820
107264-34153,19/09/2023,1, $21.50 , $-   ,14860
107264-34154,25/08/2021,1, $8.99 , $-   ,28943
107264-34155,19/08/2022,1, $8.99 , $-   ,26537
107264-34156,24/01/2023,1, $20.43 , $1.08 ,41418
107264-34157,15/01/2022,1, $8.99 , $-   ,10996
107264-34158,20/11/2022,1, $11.99 , $-   ,45187
107264-34159,06/08/2023,1, $11.99 , $-   ,37820
107264-34160,15/10/2022,2, $23.98 , $-   ,50365
107264-34161,21/12/2022,1, $11.99 , $-   ,20928
107264-34162,31/01/2021,2, $23.98 , $-   ,47122
107264-34163,09/08/2023,1, $11.99 , $-   ,36221
107264-34164,25/08/2022,1, $11.99 , $-   ,9704
107264-34165,30/01/2022,1, $11.99 , $-   ,35881
107264-34166,15/12/2022,2, $36.98 , $-   ,32232
107264-34167,25/07/2021,2, $20.98 , $-   ,28757
107264-34168,09/04/2023,3, $27.99 , $-   ,41815
107264-34169,31/01/2021,3, $33.99 , $-   ,17637
107264-34170,17/08/2021,2, $18.49 , $-   ,50447
107264-34171,29/05/2022,2, $24.49 , $-   ,44095
107264-34172,05/12/2021,2, $30.49 , $-   ,9422
107264-34173,05/03/2023,2, $18.49 , $-   ,9849
107264-34174,29/11/2022,2, $30.05 , $0.95 ,31562
107264-34175,25/02/2022,2, $30.49 , $-   ,43695
107264-34176,26/07/2023,2, $46.98 , $-   ,50515
107264-34177,10/07/2023,2, $21.49 , $-   ,15930
107264-34178,31/07/2022,2, $25.00 , $-   ,1291
107264-34179,15/01/2021,2, $30.49 , $-   ,41714
107264-34180,23/09/2022,2, $18.49 , $-   ,1968
107264-34181,14/07/2023,5, $43.95 , $-   ,43925
107264-34182,15/10/2021,3, $33.48 , $-   ,15583
107264-34183,25/01/2023,4, $37.49 , $-   ,48298
107264-34184,10/12/2022,5, $52.48 , $-   ,14190
107265-34185,09/07/2021,1, $10.99 , $-   ,3061
107265-34186,26/03/2022,1, $7.99 , $-   ,7641
107265-34187,04/08/2021,1, $5.99 , $-   ,39665
107265-34188,10/07/2022,1, $6.99 , $-   ,35630
107265-34189,12/02/2021,1, $5.99 , $-   ,51324
107265-34190,09/01/2023,1, $8.99 , $-   ,49083
107265-34191,16/09/2022,1, $5.99 , $-   ,40630
107265-34192,28/08/2023,1, $7.99 , $-   ,37701
107265-34193,14/08/2022,1, $12.50 , $-   ,49773
107265-34194,02/10/2023,1, $12.50 , $-   ,15491
107265-34195,12/11/2023,1, $12.50 , $-   ,47978
107265-34196,30/11/2022,1, $23.99 , $-   ,5692
107265-34197,21/02/2021,1, $7.64 , $1.35 ,52005
107265-34198,19/07/2021,1, $12.50 , $-   ,29749
107265-34199,11/04/2021,1, $12.50 , $-   ,7518
107265-34200,27/12/2021,2, $55.98 , $-   ,16742
107265-34201,06/11/2022,1, $12.50 , $-   ,1549
107265-34202,31/05/2022,1, $13.46 , $-   ,11735
107265-34204,02/05/2022,1, $29.99 , $-   ,51628
107265-34205,30/11/2022,1, $22.99 , $-   ,43877
107265-34206,04/06/2023,1, $22.99 , $-   ,36643
107265-34207,06/11/2023,1, $8.99 , $-   ,40400
107265-34208,09/01/2022,1, $8.99 , $-   ,46270
107265-34209,06/11/2022,1, $22.99 , $-   ,18531
107265-34210,10/10/2021,1, $8.99 , $-   ,24751
107265-34211,05/09/2023,1, $22.99 , $-   ,15241
107265-34212,07/09/2022,1, $22.99 , $-   ,12035
107265-34213,08/03/2022,1, $8.99 , $-   ,23533
107265-34214,20/06/2022,1, $8.99 , $-   ,4459
107265-34215,28/11/2021,1, $8.99 , $-   ,48769
107265-34216,19/12/2023,1, $22.99 , $-   ,14425
107265-34217,03/09/2023,1, $9.50 , $-   ,18867
107265-34218,05/10/2022,1, $9.50 , $-   ,37363
107265-34219,18/09/2021,1, $9.50 , $-   ,52731
107265-34220,17/12/2021,1, $9.50 , $-   ,39772
107265-34221,09/10/2021,1, $9.50 , $-   ,37596
107265-34222,02/07/2022,1, $9.50 , $-   ,24621
107265-34223,16/10/2021,1, $9.50 , $-   ,7499
107265-34224,11/06/2023,1, $9.50 , $-   ,33618
107265-34225,05/11/2022,1, $9.50 , $-   ,50051
107265-34226,01/10/2023,2, $19.00 , $-   ,7397
107265-34227,21/04/2022,1, $9.50 , $-   ,2588
107265-34228,10/09/2021,1, $9.50 , $-   ,15327
107265-34229,01/03/2021,1, $8.55 , $0.95 ,33831
107265-34230,24/01/2021,1, $9.50 , $-   ,50894
107265-34231,10/03/2021,1, $9.50 , $-   ,5932
107265-34232,22/09/2022,1, $9.50 , $-   ,3725
107265-34233,01/01/2021,1, $9.50 , $-   ,19445
107265-34234,24/10/2021,1, $9.50 , $-   ,11936
107265-34235,08/06/2021,1, $12.50 , $-   ,17648
107265-34236,23/12/2021,1, $8.99 , $-   ,25322
107265-34237,25/12/2023,1, $21.50 , $-   ,2890
107265-34238,03/12/2022,1, $8.99 , $-   ,49300
107265-34239,06/04/2023,1, $8.99 , $-   ,46383
107265-34240,01/12/2023,1, $21.50 , $-   ,47857
107265-34241,20/01/2021,1, $8.99 , $-   ,35813
107265-34242,14/07/2022,1, $21.50 , $-   ,33816
107265-34243,03/03/2022,1, $8.99 , $-   ,8476
107265-34244,26/03/2023,1, $8.99 , $-   ,26859
107265-34245,15/02/2022,1, $8.99 , $-   ,26093
107265-34246,20/06/2023,1, $21.50 , $-   ,1183
107265-34247,16/02/2023,1, $8.99 , $-   ,14421
107265-34248,30/05/2021,1, $8.99 , $-   ,19694
107265-34249,17/01/2022,1, $20.43 , $1.08 ,4785
107265-34250,13/11/2022,1, $8.99 , $-   ,24236
107265-34251,14/05/2021,1, $21.50 , $-   ,14705
107265-34252,29/05/2022,1, $8.99 , $-   ,6761
107265-34253,20/11/2022,1, $21.50 , $-   ,24309
107265-34254,30/03/2023,1, $8.99 , $-   ,43036
107265-34255,21/03/2021,1, $21.50 , $-   ,27000
107265-34256,30/09/2021,1, $21.50 , $-   ,18829
107265-34257,07/02/2022,1, $8.99 , $-   ,10620
107265-34258,16/10/2023,1, $8.99 , $-   ,17931
107265-34259,23/06/2022,1, $8.99 , $-   ,4524
107265-34260,24/08/2022,2, $17.98 , $-   ,40243
107265-34261,16/10/2023,1, $8.99 , $-   ,50545
107265-34262,20/07/2022,1, $8.99 , $-   ,26970
107265-34263,06/11/2022,1, $21.50 , $-   ,25753
107265-34264,17/02/2023,1, $8.99 , $-   ,38432
107265-34265,14/06/2021,1, $8.99 , $-   ,48589
107265-34266,15/02/2021,1, $8.99 , $-   ,8115
107265-34267,26/10/2022,1, $8.99 , $-   ,31876
107265-34268,11/09/2021,1, $8.99 , $-   ,43578
107265-34269,13/07/2021,1, $21.50 , $-   ,24089
107265-34270,07/10/2023,1, $20.43 , $1.08 ,4177
107265-34271,01/10/2022,1, $20.43 , $1.08 ,1901
107265-34272,04/10/2023,1, $21.50 , $-   ,3661
107265-34273,16/02/2023,1, $21.50 , $-   ,46316
107265-34274,01/08/2021,1, $8.99 , $-   ,10145
107265-34275,23/06/2022,1, $12.50 , $-   ,30188
107265-34277,21/04/2023,1, $8.99 , $-   ,36650
107265-34278,16/06/2021,1, $8.99 , $-   ,41472
107265-34279,12/03/2023,1, $8.99 , $-   ,31485
107265-34280,21/01/2023,2, $17.98 , $-   ,8956
107265-34281,26/11/2021,1, $11.99 , $-   ,18951
107265-34282,25/03/2023,2, $23.98 , $-   ,39063
107265-34283,29/01/2021,1, $11.99 , $-   ,42713
107265-34284,18/04/2021,1, $18.50 , $-   ,22913
107265-34285,10/06/2022,1, $11.99 , $-   ,17581
107265-34286,15/01/2022,1, $11.99 , $-   ,39870
107265-34287,07/11/2021,1, $11.99 , $-   ,12090
107265-34288,17/12/2023,1, $11.99 , $-   ,23648
107265-34289,31/08/2023,1, $11.99 , $-   ,25502
107265-34290,01/06/2022,1, $11.99 , $-   ,9104
107265-34291,30/04/2023,1, $11.99 , $-   ,33168
107265-34292,06/09/2022,2, $23.98 , $-   ,3122
107265-34293,11/10/2021,1, $11.99 , $-   ,40159
107265-34294,09/04/2023,1, $11.99 , $-   ,36294
107265-34295,27/03/2021,2, $21.49 , $-   ,611
107265-34296,06/05/2022,3, $28.50 , $-   ,47235
107265-34297,01/11/2021,2, $17.98 , $-   ,25267
107265-34298,02/03/2021,2, $11.98 , $-   ,769
107265-34299,02/08/2021,2, $17.98 , $-   ,13171
107265-34300,15/09/2022,2, $33.49 , $-   ,25094
107265-34301,28/03/2023,3, $27.99 , $-   ,37944
107265-34302,04/11/2023,2, $17.98 , $-   ,7160
107265-34303,19/01/2023,2, $15.98 , $-   ,32245
107265-34304,25/07/2022,3, $24.21 , $0.78 ,7975
107265-34305,17/05/2021,4, $64.47 , $-   ,46609
107265-34458,16/05/2021,1, $7.64 , $1.35 ,19604
107266-34306,21/07/2021,1, $5.99 , $-   ,39609
107266-34307,22/04/2022,1, $5.99 , $-   ,33190
107266-34308,21/05/2023,1, $10.99 , $-   ,6186
107266-34309,17/10/2023,1, $6.99 , $-   ,40550
107266-34310,22/07/2023,2, $11.98 , $-   ,37760
107266-34311,24/08/2021,1, $5.99 , $-   ,3224
107266-34312,22/03/2023,1, $5.99 , $-   ,31148
107266-34313,08/03/2022,1, $7.99 , $-   ,33353
107266-34314,26/04/2021,1, $5.99 , $-   ,16458
107266-34315,13/01/2022,1, $8.99 , $-   ,7145
107266-34316,23/12/2021,1, $5.99 , $-   ,41198
107266-34317,04/09/2021,2, $21.98 , $-   ,27112
107266-34318,20/11/2022,1, $10.99 , $-   ,48552
107266-34319,12/12/2023,1, $5.99 , $-   ,32696
107266-34320,23/10/2023,1, $8.99 , $-   ,35879
107266-34321,10/10/2022,1, $12.50 , $-   ,13761
107266-34322,11/07/2021,1, $27.99 , $-   ,35013
107266-34323,06/08/2023,1, $13.46 , $-   ,10289
107266-34324,12/10/2023,1, $12.50 , $-   ,9545
107266-34325,19/07/2022,1, $8.99 , $-   ,12539
107266-34326,20/08/2021,1, $8.99 , $-   ,40503
107266-34327,13/04/2021,2, $17.98 , $-   ,45440
107266-34328,03/04/2022,1, $8.99 , $-   ,48204
107266-34329,31/03/2023,1, $8.99 , $-   ,10452
107266-34330,11/04/2021,1, $8.99 , $-   ,41239
